source,split,image,image_path,caption,category,caption_length
RSICD,train,RSICD_9311.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9311.jpg,there are only a few grass on the northwest land .,vegetation,11
RSICD,train,RSICD_4515.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4515.jpg,the medium residential region is surrounded with wide roads .,urban,10
NWPU,train,NWPU_5857.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5857.jpg,White clouds on land and blue sea .,landscape,8
RSICD,train,RSICD_811.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_811.jpg,four baseball fields are surrounded by some green trees and meadows .,vegetation,12
RSICD,train,RSICD_2345.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2345.jpg,many buildings and green trees are in a commercial area .,vegetation,11
UCM,train,UCM_679.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_679.jpg,This is a dense residential area .,urban,7
RSICD,train,RSICD_5954.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5954.jpg,a playground with football field is near several green trees and buildings .,vegetation,13
RSICD,train,RSICD_1152.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1152.jpg,the sea beat the white spray on the beach .,water,10
NWPU,train,NWPU_18985.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_18985.jpg,There are some green lawns beside the parking lot with no cars .,vegetation,13
NWPU,train,NWPU_1678.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_1678.jpg,There are several basketball courts at the corner of the street .,urban,12
UCM,train,UCM_1000.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1000.jpg,Lots of boats docked neatly at the harbor and just a few positions are free .,water,16
NWPU,train,NWPU_15809.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15809.jpg,Many buildings of different shapes are in medium residential area .,urban,11
RSICD,train,RSICD_7104.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7104.jpg,many green trees and some buildings are near a railway station .,vegetation,12
NWPU,train,NWPU_12448.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12448.jpg,Plants and roads in an industrial area .,infrastructure,8
RSICD,train,RSICD_4247.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4247.jpg,the turf here has been slightly worn .,unknown,8
UCM,train,UCM_941.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_941.jpg,Some bunkers and trees with a trail goes through the turfs in the golf course .,unknown,16
UCM,train,UCM_811.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_811.jpg,There are two straight freeways closed to each other with some cars on the roads .,unknown,16
NWPU,train,NWPU_13712.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13712.jpg,The island has dense vegetation and another island is next to it .,vegetation,13
NWPU,train,NWPU_28433.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28433.jpg,There are many buildings of different shapes beside the tennis courts .,unknown,12
RSICD,train,RSICD_7377.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7377.jpg,many buildings and green trees are in a resort near a river .,vegetation,13
RSICD,train,RSICD_10086.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10086.jpg,a residential area nearby a straight road .,urban,8
NWPU,train,NWPU_15106.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15106.jpg,This meadow has different sparsity in different places .,unknown,9
RSICD,train,RSICD_4512.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4512.jpg,some buildings and green trees are in a medium residential area .,vegetation,12
NWPU,train,NWPU_9244.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_9244.jpg,There is wasteland beside the highway .,transportation,7
UCM,train,UCM_957.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_957.jpg,A part of a golf course with green turfs and some bunkers .,vegetation,13
RSICD,train,RSICD_7370.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7370.jpg,two large buildings with parking lots are near a river in a resort .,water,14
NWPU,train,NWPU_20729.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20729.jpg,There is a railway station under construction in the suburbs .,transportation,11
RSICD,train,RSICD_4908.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4908.jpg,here lies a bald valley between this two huge mountain .,landscape,11
NWPU,train,NWPU_5020.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_5020.jpg,"Many dense green, Ocher and tan mixed circular farmlands, Including irregular and semicircular .",vegetation,14
UCM,train,UCM_108.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_108.jpg,An airplane is surrounded with some cars in the airport .,airport,11
UCM,train,UCM_139.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_139.jpg,There are four airplanes in the airport .,airport,8
RSICD,train,RSICD_3620.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3620.jpg,many green trees are in a forest .,vegetation,8
RSICD,train,RSICD_4024.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4024.jpg,many buildings in different sizes are in an industrial area .,infrastructure,11
UCM,train,UCM_1178.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1178.jpg,An intersection with a few cars on the road .,transportation,10
RSICD,train,RSICD_3703.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3703.jpg,many green trees are in two sides of a curved small river .,vegetation,13
NWPU,train,NWPU_30181.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30181.jpg,There are many different areas of water surrounded by wetlands .,water,11
UCM,train,UCM_1236.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1236.jpg,Some houses arranged neatly in the medium residential area .,urban,10
UCM,train,UCM_948.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_948.jpg,Some green bunkers and trees with a trail goes through the turfs in the golf course .,vegetation,17
RSICD,train,RSICD_4223.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4223.jpg,several green trees are near a piece of meadow .,vegetation,10
NWPU,train,NWPU_11428.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11428.jpg,Many ships dock neatly on the sea next to the harbor next to the building and the road .,water,19
NWPU,train,NWPU_1141.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_1141.jpg,A baseball diamond is in the middle of grass .,vegetation,10
RSICD,train,RSICD_1998.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1998.jpg,a church is surrounded by several other buildings and green trees .,vegetation,12
NWPU,train,NWPU_12184.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12184.jpg,There are many trees are near the industrial area .,infrastructure,10
UCM,train,UCM_137.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_137.jpg,An airplane with with purple fuselage is on the runway .,airport,11
RSICD,train,RSICD_2986.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2986.jpg,two dark green ponds are in a piece of yellow desert .,vegetation,12
RSICD,train,RSICD_4968.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4968.jpg,it is a piece of irregular green mountain .,vegetation,9
NWPU,train,NWPU_2196.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2196.jpg,The grass is beside the beach .,vegetation,7
RSICD,train,RSICD_133.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_133.jpg,many planes are in an airport .,airport,7
UCM,train,UCM_718.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_718.jpg,It is a dense forest .,vegetation,6
RSICD,train,RSICD_10209.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10209.jpg,a playground with two basketball fields in it is surround by some green trees and many buildings .,vegetation,18
UCM,train,UCM_1446.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1446.jpg,An overpass with a road go across another roads diagonally .,transportation,11
RSICD,train,RSICD_435.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_435.jpg,a piece of bare land is near a river.,landscape,9
RSICD,train,RSICD_8677.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8677.jpg,many green trees and a building are near two squares .,vegetation,11
RSICD,train,RSICD_8539.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8539.jpg,many plants are planted around the house .,urban,8
NWPU,train,NWPU_18705.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_18705.jpg,The green palace with some towers is surrounded by the waters .,vegetation,12
NWPU,train,NWPU_31084.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_31084.jpg,A blue plane and many cars are stopped beside the terminal .,airport,12
RSICD,train,RSICD_1729.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1729.jpg,an oval white gymnasium is located between two parallel roads near some buildings and two basketball courts and a football field .,vegetation,22
UCM,train,UCM_766.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_766.jpg,Lots of dark green trees constitute a dense forest .,vegetation,10
RSICD,train,RSICD_4858.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4858.jpg,it is a piece of green mountain .,vegetation,8
RSICD,train,RSICD_7462.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7462.jpg,a resort with many green trees and some buildings is semi-surrounded by water .,vegetation,14
UCM,train,UCM_1464.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1464.jpg,A narrow road go across another roads diagonally with some cars on the roads .,transportation,15
UCM,train,UCM_1074.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1074.jpg,Many boats docked in lines at the harbor and the water is deep blue .,water,15
NWPU,train,NWPU_15408.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_15408.jpg,Many trees are in medium residential area .,urban,8
NWPU,train,NWPU_30838.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30838.jpg,Here is a plane with red lines surrounded by three red containers .,airport,13
NWPU,train,NWPU_3019.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_3019.jpg,Many green plants are around the bridge .,vegetation,8
UCM,train,UCM_1230.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1230.jpg,This is a medium residential area with some houses have swimming pools in the backyards .,urban,16
NWPU,train,NWPU_23862.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23862.jpg,Many large and small pieces of ice are connected into a loose large piece floating on the blue sea .,water,20
NWPU,train,NWPU_11449.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11449.jpg,Many ships are in the harbor .,water,7
NWPU,train,NWPU_11910.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11910.jpg,Many cars are in the parking lot next to the industrial area .,infrastructure,13
NWPU,train,NWPU_28439.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28439.jpg,At the top of the picture is a tennis court with only a small blue part .,unknown,17
RSICD,train,RSICD_428.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_428.jpg,some sparse plants are in a piece of bare land.,landscape,10
NWPU,train,NWPU_22561.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22561.jpg,There are some buildings and green trees beside the roundabout .,vegetation,11
NWPU,train,NWPU_9134.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_9134.jpg,The freeway is surrounded by a large green lawn with six cars on the freeway .,vegetation,16
NWPU,train,NWPU_12030.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12030.jpg,"In an industrial area, There are neatly planned factories and roads, Large parking lots, And green belts .",vegetation,18
RSICD,train,RSICD_1691.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1691.jpg,several buildings are near an oval white building near a crossroads .,urban,12
UCM,train,UCM_1722.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1722.jpg,It is a straight runway with some white mark lines and a number on it .,airport,16
RSICD,train,RSICD_1554.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1554.jpg,on one side of the river is a factory .,water,10
NWPU,train,NWPU_21488.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21488.jpg,Several neatly arranged green and brown mixed-sized rectangular farmlands with buildings in the field .,vegetation,15
UCM,train,UCM_1331.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1331.jpg,Many mobile homes are arranged haphazardly in the mobile home park .,vegetation,12
RSICD,train,RSICD_9089.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9089.jpg,several buildings and green trees are around a stadium with a football field in it .,vegetation,16
NWPU,train,NWPU_9355.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_9355.jpg,"There are buildings and green plants on both sides of the road, And there are two cars on the road .",vegetation,21
NWPU,train,NWPU_29510.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29510.jpg,Here are two thermal power stations that are emitting smoke .,infrastructure,11
NWPU,train,NWPU_20837.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20837.jpg,There are many buildings beside the railway station .,transportation,9
UCM,train,UCM_174.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_174.jpg,Seven airplanes are stopped dispersedly at the airport .,airport,9
NWPU,train,NWPU_8848.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8848.jpg,A dense forest with many green trees beside a straight path .,vegetation,12
RSICD,train,RSICD_5378.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5378.jpg,a lot of trees were planted around the house .,urban,10
RSICD,train,RSICD_4969.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4969.jpg,a towering snow capped mountains .,unknown,6
RSICD,train,RSICD_8964.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8964.jpg,many cars and a circle road are around a circle stadium .,transportation,12
RSICD,train,RSICD_5485.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5485.jpg,many cars are parked in a parking lot near several green trees .,vegetation,13
NWPU,train,NWPU_10565.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10565.jpg,Track and field are built on the lawn and surrounded by a lot of vegetation .,vegetation,16
UCM,train,UCM_862.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_862.jpg,Two straight freeways in the desert with no car on the roads .,landscape,13
UCM,train,UCM_1413.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1413.jpg,A road go across another roads with some cars on the roads and surrounded by plants .,transportation,17
RSICD,train,RSICD_5906.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5906.jpg,several green trees are near a football field .,vegetation,9
UCM,train,UCM_1144.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1144.jpg,A desolate intersection with a few cars on the road .,transportation,11
RSICD,train,RSICD_8669.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8669.jpg,above the picture there is a green circular lawn .,vegetation,10
RSICD,train,RSICD_8673.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8673.jpg,some green trees and meadows are around a semi-circle square .,vegetation,11
UCM,train,UCM_1735.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1735.jpg,A straight runway with some mark lines on it .,airport,10
NWPU,train,NWPU_30933.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30933.jpg,Two big blue-and-white planes and a small white plane parked in a line on the airport and the other blue-and-white plane with its back to them .,airport,27
RSICD,train,RSICD_7878.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7878.jpg,the river is very long and wide .,water,8
NWPU,train,NWPU_12784.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12784.jpg,An intersection without cars located in a residential area with some trees .,urban,13
NWPU,train,NWPU_23475.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23475.jpg,"There is a green lawn next to the runway, With white dashes of varying thickness on the runway .",vegetation,19
RSICD,train,RSICD_7477.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7477.jpg,many green trees are around a resort with some buildings .,vegetation,11
UCM,train,UCM_779.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_779.jpg,Lots of dark green trees constitute a dense forest .,vegetation,10
NWPU,train,NWPU_22214.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22214.jpg,There are many green trees and some green farmlands and buildings near the river .,vegetation,15
